"","Plot","sensor","year","doy","cfmask","sr_band1","sr_band2","sr_band3","sr_band4","sr_band5","sr_band6","sr_band7"
"23591",17,"LT5","2009","281",0,1398,1852,2403,3062,4186,-1,3842
"23592",18,"LT5","2009","281",0,1273,1689,2142,2824,3975,-1,3642
"23593",19,"LT5","2009","281",0,1231,1851,2306,2983,4080,-1,3762
"23594",12,"LT5","2009","281",0,1335,1892,2339,3141,4212,-1,3961
"23595",24,"LT5","2009","281",0,1231,1649,2012,2744,4002,-1,3683
"23596",9,"LT5","2009","297",0,855,1242,1475,2009,3303,-1,3058
"23597",9,"LT5","2009","297",0,1050,1455,1750,2347,3558,-1,3357
"23598",8,"LT5","2009","297",0,963,1371,1785,2347,3360,-1,3101
"23599",8,"LT5","2009","297",0,1093,1582,2094,2683,3613,-1,3528
"23600",6,"LT5","2009","297",0,1049,1455,1887,2515,3586,-1,3400
"23601",5,"LT5","2009","297",0,984,1412,1716,2304,3416,-1,3187
"23602",5,"LT5","2009","297",0,1005,1412,1785,2347,3586,-1,3400
"23603",5,"LT5","2009","297",0,1050,1455,1853,2389,3586,-1,3400
"23604",4,"LT5","2009","297",0,1135,1582,2025,2642,3784,-1,3571
"23605",3,"LT5","2009","297",0,1114,1625,2060,2725,3642,-1,3528
"23606",3,"LT5","2009","297",0,1006,1498,1853,2515,3586,-1,3271
"23607",7,"LT5","2009","297",0,1029,1541,1923,2683,3699,-1,3485
"23608",7,"LT5","2009","297",0,1051,1498,1923,2600,3586,-1,3399
"23609",2,"LT5","2009","297",0,1029,1412,1785,2473,3501,-1,3229
"23610",1,"LT5","2009","297",0,1029,1413,1819,2473,3472,-1,3271
"23611",1,"LT5","2009","297",0,1007,1455,1853,2473,3444,-1,3144
"23612",16,"LT5","2009","297",0,1028,1498,1853,2431,3613,-1,3314
"23613",11,"LT5","2009","297",0,1092,1497,1923,2642,3642,-1,3400
"23614",10,"LT5","2009","297",0,1114,1582,1991,2557,3727,-1,3571
"23615",14,"LT5","2009","297",0,1050,1498,1923,2515,3613,-1,3399
"23616",13,"LT5","2009","297",0,1029,1498,1887,2556,3613,-1,3442
"23617",15,"LT5","2009","297",0,1006,1498,1923,2557,3613,-1,3399
"23618",15,"LT5","2009","297",0,1029,1498,1923,2556,3613,-1,3399
"23619",20,"LT5","2009","297",0,984,1412,1784,2473,3444,-1,3271
"23620",23,"LT5","2009","297",0,919,1455,1819,2473,3557,-1,3314
"23621",22,"LT5","2009","297",0,1049,1540,1957,2514,3500,-1,3228
"23622",21,"LT5","2009","297",0,963,1370,1716,2304,3472,-1,3271
"23623",21,"LT5","2009","297",0,984,1370,1784,2389,3500,-1,3271
"23624",17,"LT5","2009","297",0,1071,1582,2094,2725,3699,-1,3528
"23625",18,"LT5","2009","297",0,984,1412,1750,2389,3501,-1,3228
"23626",19,"LT5","2009","297",0,1049,1497,1957,2683,3613,-1,3357
"23627",12,"LT5","2009","297",0,1071,1497,1957,2684,3586,-1,3485
"23628",24,"LT5","2009","297",0,941,1327,1716,2389,3444,-1,3229
"23629",9,"LT5","2009","313",0,884,1196,1552,2069,3188,-1,2892
"23630",9,"LT5","2009","313",0,1004,1384,1780,2347,3499,-1,3315
"23631",8,"LT5","2009","313",0,933,1384,1743,2208,3281,-1,3128
"23632",8,"LT5","2009","313",0,1099,1524,1969,2624,3529,-1,3362
"23633",6,"LT5","2009","313",0,1028,1478,1856,2439,3437,-1,3220
"23634",5,"LT5","2009","313",0,1028,1431,1667,2253,3405,-1,3128
"23635",5,"LT5","2009","313",0,1004,1431,1742,2300,3405,-1,3127
"23636",5,"LT5","2009","313",0,1123,1431,1856,2393,3437,-1,3268
"23637",4,"LT5","2009","313",0,1099,1572,2007,2624,3592,-1,3362
"23638",3,"LT5","2009","313",0,1099,1618,2007,2670,3653,-1,3408
"23639",3,"LT5","2009","313",0,1004,1478,1818,2439,3499,-1,3268
"23640",7,"LT5","2009","313",0,1028,1572,1969,2671,3561,-1,3315
"23641",7,"LT5","2009","313",0,1052,1524,1932,2624,3437,-1,3174
"23642",2,"LT5","2009","313",0,1004,1384,1780,2439,3250,-1,2940
"23643",1,"LT5","2009","313",0,1052,1478,1818,2439,3220,-1,3080
"23644",1,"LT5","2009","313",0,1075,1478,1856,2486,3313,-1,3128
"23645",16,"LT5","2009","313",0,1052,1478,1856,2440,3499,-1,3268
"23646",11,"LT5","2009","313",0,1099,1524,1932,2624,3561,-1,3362
"23647",10,"LT5","2009","313",0,1099,1524,1894,2486,3529,-1,3268
"23648",14,"LT5","2009","313",0,1075,1431,1856,2531,3530,-1,3221
"23649",13,"LT5","2009","313",0,1028,1524,1894,2486,3437,-1,3268
"23650",15,"LT5","2009","313",0,980,1431,1856,2393,3468,-1,3268
"23651",15,"LT5","2009","313",0,1028,1478,1894,2440,3437,-1,3268
"23652",20,"LT5","2009","313",0,1004,1384,1781,2393,3406,-1,3221
"23653",23,"LT5","2009","313",0,979,1477,1780,2393,3375,-1,3128
"23654",22,"LT5","2009","313",0,1028,1478,1856,2440,3406,-1,3174
"23655",21,"LT5","2009","313",0,980,1384,1743,2254,3375,-1,3128
"23656",21,"LT5","2009","313",0,1004,1384,1743,2300,3406,-1,3080
"23657",17,"LT5","2009","313",0,1147,1524,2045,2624,3623,-1,3362
"23658",18,"LT5","2009","313",0,1004,1384,1743,2347,3281,-1,3174
"23659",19,"LT5","2009","313",0,1075,1524,1932,2624,3468,-1,3174
"23660",12,"LT5","2009","313",0,1099,1524,2007,2717,3468,-1,3362
"23661",24,"LT5","2009","313",0,980,1384,1780,2393,3437,-1,3128
"23662",9,"LT5","2009","329",0,962,1229,1498,1928,3264,-1,2923
"23663",9,"LT5","2009","329",0,1014,1433,1745,2276,3497,-1,3227
"23664",8,"LT5","2009","329",0,1015,1331,1621,2276,3330,-1,2974
"23665",8,"LT5","2009","329",0,1120,1586,1991,2624,3598,-1,3277
"23666",6,"LT5","2009","329",0,1040,1484,1869,2476,3498,-1,3228
"23667",5,"LT5","2009","329",0,1040,1433,1704,2227,3331,-1,3025
"23668",5,"LT5","2009","329",0,1040,1433,1705,2277,3432,-1,3278
"23669",5,"LT5","2009","329",0,1040,1484,1869,2377,3531,-1,3177
"23670",4,"LT5","2009","329",0,1144,1586,1992,2526,3598,-1,3431
"23671",3,"LT5","2009","329",0,1144,1586,2033,2674,3632,-1,3330
"23672",3,"LT5","2009","329",0,989,1484,1828,2426,3432,-1,3127
"23673",7,"LT5","2009","329",0,1015,1586,2033,2674,3598,-1,3380
"23674",7,"LT5","2009","329",0,1042,1536,1951,2574,3564,-1,3278
"23675",2,"LT5","2009","329",0,989,1382,1787,2327,3331,-1,3177
"23676",1,"LT5","2009","329",0,1015,1382,1746,2377,3398,-1,3076
"23677",1,"LT5","2009","329",0,1041,1433,1787,2426,3398,-1,3177
"23678",16,"LT5","2009","329",0,1014,1484,1868,2475,3430,-1,3227
"23679",11,"LT5","2009","329",0,1066,1535,1909,2574,3564,-1,3380
"23680",10,"LT5","2009","329",0,1119,1535,1991,2525,3564,-1,3380
"23681",14,"LT5","2009","329",0,1067,1484,1909,2425,3397,-1,3176
"23682",13,"LT5","2009","329",0,1067,1536,1868,2573,3496,-1,3226
"23683",15,"LT5","2009","329",0,1015,1484,1868,2475,3430,-1,3329
"23684",15,"LT5","2009","329",0,1041,1484,1868,2474,3530,-1,3429
"23685",20,"LT5","2009","329",0,989,1433,1786,2375,3363,-1,3125
"23686",23,"LT5","2009","329",0,1014,1484,1909,2474,3430,-1,3176
"23687",22,"LT5","2009","329",0,1066,1484,1909,2474,3396,-1,3075
"23688",21,"LT5","2009","329",0,936,1330,1745,2325,3329,-1,3023
"23689",21,"LT5","2009","329",0,1015,1331,1704,2275,3396,-1,3176
"23690",17,"LT5","2009","329",0,1119,1535,1991,2673,3597,-1,3329
"23691",18,"LT5","2009","329",0,1014,1382,1827,2276,3330,-1,3126
"23692",19,"LT5","2009","329",0,1092,1535,1991,2573,3497,-1,3277
"23693",12,"LT5","2009","329",0,1065,1535,1991,2624,3598,-1,3329
"23694",24,"LT5","2009","329",0,988,1381,1663,2327,3364,-1,3126
"23695",9,"LT5","2009","345",0,905,1209,1477,1996,3153,-1,2740
"23696",9,"LT5","2009","345",0,1049,1486,1744,2322,3336,-1,3072
"23697",8,"LT5","2009","345",0,992,1320,1656,2214,3154,-1,2906
"23698",8,"LT5","2009","345",0,1162,1596,2013,2594,3446,-1,3127
"23699",6,"LT5","2009","345",0,1105,1485,1834,2484,3480,-1,3237
"23700",5,"LT5","2009","345",0,1134,1430,1744,2267,3335,-1,3071
"23701",5,"LT5","2009","345",0,1105,1430,1789,2322,3517,-1,3237
"23702",5,"LT5","2009","345",0,1105,1486,1834,2376,3517,-1,3126
"23703",4,"LT5","2009","345",0,1134,1596,1923,2594,3590,-1,3293
"23704",3,"LT5","2009","345",0,1105,1596,2101,2649,3518,-1,3348
"23705",3,"LT5","2009","345",0,1049,1375,1790,2431,3409,-1,3072
"23706",7,"LT5","2009","345",0,1105,1542,1924,2541,3373,-1,3183
"23707",7,"LT5","2009","345",0,1020,1430,1835,2431,3337,-1,3073
"23708",2,"LT5","2009","345",0,1020,1375,1745,2378,3263,-1,2961
"23709",1,"LT5","2009","345",0,1020,1320,1701,2269,3191,-1,2907
"23710",1,"LT5","2009","345",0,992,1375,1701,2323,3119,-1,2797
"23711",16,"LT5","2009","345",0,1219,1541,1923,2539,3372,-1,3181
"23712",11,"LT5","2009","345",0,1190,1541,1923,2593,3481,-1,3181
"23713",10,"LT5","2009","345",0,1105,1596,2057,2539,3518,-1,3292
"23714",14,"LT5","2009","345",0,1305,1707,2058,2649,3482,-1,3072
"23715",13,"LT5","2009","345",0,1134,1542,1879,2540,3519,-1,3183
"23716",15,"LT5","2009","345",0,1276,1596,2012,2594,3445,-1,3127
"23717",15,"LT5","2009","345",0,1362,1707,2057,2594,3518,-1,3238
"23718",20,"LT5","2009","345",0,1333,1651,2057,2594,3408,-1,3017
"23719",23,"LT5","2009","345",4,1389,1815,2145,2756,3517,-1,3126
"23720",22,"LT5","2009","345",0,1361,1706,2145,2647,3371,-1,3071
"23721",21,"LT5","2009","345",0,1305,1651,2012,2484,3408,-1,3071
"23722",21,"LT5","2009","345",0,1333,1651,2012,2539,3445,-1,3126
"23723",17,"LT5","2009","345",0,1305,1706,2145,2702,3481,-1,3237
"23724",18,"LT5","2009","345",0,1247,1541,1923,2484,3408,-1,3016
"23725",19,"LT5","2009","345",4,1247,1650,2100,2701,3480,-1,3126
"23726",12,"LT5","2009","345",0,1190,1595,2011,2647,3407,-1,3126
"23727",24,"LT5","2009","345",0,1077,1485,1834,2429,3334,-1,3016
"23728",9,"LT5","2010","012",0,865,1077,1380,1862,2900,-1,2601
"23729",9,"LT5","2010","012",0,1005,1233,1551,2076,3223,-1,2982
"23730",8,"LT5","2010","012",0,865,1182,1551,2076,3043,-1,2874
"23731",8,"LT5","2010","012",0,1089,1390,1850,2397,3294,-1,3146
"23732",6,"LT5","2010","012",0,1032,1285,1722,2290,3223,-1,3092
"23733",5,"LT5","2010","012",0,976,1233,1509,1969,3151,-1,2982
"23734",5,"LT5","2010","012",0,948,1337,1636,2182,3151,-1,2928
"23735",5,"LT5","2010","012",0,1005,1337,1679,2236,3187,-1,2982
"23736",4,"LT5","2010","012",0,1033,1440,1893,2450,3439,-1,3146
"23737",3,"LT5","2010","012",0,1033,1440,1935,2503,3511,-1,3365
"23738",3,"LT5","2010","012",0,949,1285,1680,2236,3223,-1,2928
"23739",7,"LT5","2010","012",0,1006,1390,1850,2504,3331,-1,3201
"23740",7,"LT5","2010","012",0,1033,1338,1850,2397,3331,-1,3092
"23741",2,"LT5","2010","012",0,977,1233,1680,2236,3224,-1,2982
"23742",1,"LT5","2010","012",0,977,1285,1636,2183,3152,-1,2982
"23743",1,"LT5","2010","012",0,977,1285,1680,2183,3079,-1,2874
"23744",16,"LT5","2010","012",0,976,1285,1723,2236,3294,-1,3092
"23745",11,"LT5","2010","012",0,976,1389,1765,2449,3330,-1,3146
"23746",10,"LT5","2010","012",0,1033,1389,1808,2397,3330,-1,3255
"23747",14,"LT5","2010","012",0,1006,1337,1723,2236,3260,-1,3092
"23748",13,"LT5","2010","012",0,1034,1285,1765,2344,3260,-1,3201
"23749",15,"LT5","2010","012",0,976,1285,1723,2236,3294,-1,3092
"23750",15,"LT5","2010","012",0,1033,1389,1765,2290,3330,-1,3092
"23751",20,"LT5","2010","012",0,865,1285,1679,2183,3151,-1,2982
"23752",23,"LT5","2010","012",0,920,1233,1722,2236,3259,-1,3092
"23753",22,"LT5","2010","012",0,948,1233,1679,2236,3187,-1,3037
"23754",21,"LT5","2010","012",0,976,1233,1594,2182,3187,-1,2928
"23755",21,"LT5","2010","012",0,948,1285,1636,2129,3151,-1,2928
"23756",17,"LT5","2010","012",0,1033,1389,1893,2503,3366,-1,3200
"23757",18,"LT5","2010","012",0,976,1233,1636,2129,3187,-1,3037
"23758",19,"LT5","2010","012",0,975,1389,1808,2503,3330,-1,3037
"23759",12,"LT5","2010","012",0,1088,1389,1764,2503,3474,-1,3200
"23760",24,"LT5","2010","012",0,975,1181,1551,2129,3259,-1,2928
"23761",9,"LT5","2010","028",4,1738,1741,1879,2237,1906,-1,1511
"23762",9,"LT5","2010","028",4,1930,1897,2007,2451,2081,-1,1617
"23763",8,"LT5","2010","028",4,2068,1948,2093,2504,2117,-1,1777
"23764",8,"LT5","2010","028",4,1930,1844,2007,2397,2081,-1,1670
"23765",6,"LT5","2010","028",4,1293,1272,1323,1698,1448,-1,1140
"23766",5,"LT5","2010","028",4,1460,1480,1581,1914,1765,-1,1353
"23767",5,"LT5","2010","028",4,1405,1376,1495,1861,1624,-1,1247
"23768",5,"LT5","2010","028",4,1376,1323,1452,1806,1448,-1,1247
"23769",4,"LT5","2010","028",4,1543,1480,1623,1968,1695,-1,1353
"23770",3,"LT5","2010","028",4,1709,1637,1794,2182,1870,-1,1511
"23771",3,"LT5","2010","028",4,1682,1690,1794,2129,1941,-1,1458
"23772",7,"LT5","2010","028",4,1958,1897,2050,2451,2081,-1,1617
"23773",7,"LT5","2010","028",4,2040,2000,2134,2558,2186,-1,1830
"23774",2,"LT5","2010","028",4,1793,1741,1922,2237,1976,-1,1564
"23775",1,"LT5","2010","028",4,1875,1793,1922,2290,2011,-1,1670
"23776",1,"LT5","2010","028",4,1765,1741,1879,2237,1941,-1,1564
"23777",16,"LT5","2010","028",4,1820,1741,1922,2344,2011,-1,1564
"23778",11,"LT5","2010","028",4,1516,1480,1581,1914,1659,-1,1300
"23779",10,"LT5","2010","028",4,1571,1533,1623,2022,1765,-1,1353
"23780",14,"LT5","2010","028",4,1903,1897,2050,2451,2152,-1,1617
"23781",13,"LT5","2010","028",4,1765,1741,1879,2290,2047,-1,1511
"23782",15,"LT5","2010","028",4,1930,1844,2007,2397,2117,-1,1723
"23783",15,"LT5","2010","028",4,1765,1741,1922,2290,1976,-1,1670
"23784",20,"LT5","2010","028",4,1654,1637,1751,2129,1730,-1,1353
"23785",23,"LT5","2010","028",4,1405,1429,1581,1914,1518,-1,1300
"23786",22,"LT5","2010","028",4,1349,1376,1581,1861,1518,-1,1193
"23787",21,"LT5","2010","028",4,1487,1480,1623,1968,1624,-1,1247
"23788",21,"LT5","2010","028",4,1516,1480,1623,1968,1695,-1,1193
"23789",17,"LT5","2010","028",4,1793,1741,1879,2344,2011,-1,1617
"23790",18,"LT5","2010","028",4,1460,1429,1623,1968,1659,-1,1300
"23791",19,"LT5","2010","028",4,1487,1480,1581,1914,1624,-1,1247
"23792",12,"LT5","2010","028",4,1405,1376,1452,1806,1589,-1,1247
"23793",24,"LT5","2010","028",4,1320,1323,1409,1645,1484,-1,1034
"23794",9,"LT5","2010","044",0,893,1093,1400,1995,3048,-1,2849
"23795",9,"LT5","2010","044",0,986,1312,1688,2264,3258,-1,2940
"23796",8,"LT5","2010","044",0,940,1225,1581,2130,3108,-1,2849
"23797",8,"LT5","2010","044",0,1056,1486,1868,2486,3377,-1,3304
"23798",6,"LT5","2010","044",0,1008,1355,1724,2308,3258,-1,3167
"23799",5,"LT5","2010","044",0,939,1224,1508,2085,3108,-1,2895
"23800",5,"LT5","2010","044",0,961,1267,1652,2219,3377,-1,3167
"23801",5,"LT5","2010","044",0,1032,1355,1761,2308,3347,-1,3259
"23802",4,"LT5","2010","044",0,1078,1442,1905,2486,3437,-1,3304
"23803",3,"LT5","2010","044",0,1078,1486,1905,2576,3437,-1,3350
"23804",3,"LT5","2010","044",0,1008,1399,1833,2398,3258,-1,3122
"23805",7,"LT5","2010","044",0,1079,1443,1797,2531,3377,-1,3304
"23806",7,"LT5","2010","044",0,986,1356,1725,2353,3347,-1,3213
"23807",2,"LT5","2010","044",0,962,1225,1581,2220,3108,-1,3031
"23808",1,"LT5","2010","044",0,962,1268,1688,2308,3288,-1,3122
"23809",1,"LT5","2010","044",0,962,1312,1688,2308,3318,-1,3076
"23810",16,"LT5","2010","044",0,1078,1312,1761,2352,3377,-1,3258
"23811",11,"LT5","2010","044",0,1032,1355,1796,2486,3377,-1,3258
"23812",10,"LT5","2010","044",0,1056,1442,1833,2486,3497,-1,3349
"23813",14,"LT5","2010","044",0,1079,1312,1761,2398,3347,-1,3167
"23814",13,"LT5","2010","044",0,1033,1399,1833,2398,3377,-1,3258
"23815",15,"LT5","2010","044",0,1008,1312,1761,2352,3407,-1,3213
"23816",15,"LT5","2010","044",0,1032,1399,1796,2442,3437,-1,3213
"23817",20,"LT5","2010","044",0,1008,1312,1761,2352,3318,-1,3121
"23818",23,"LT5","2010","044",0,1008,1398,1761,2352,3377,-1,3167
"23819",22,"LT5","2010","044",0,1008,1398,1796,2397,3227,-1,3121
"23820",21,"LT5","2010","044",0,962,1267,1688,2308,3347,-1,3076
"23821",21,"LT5","2010","044",0,962,1311,1724,2352,3318,-1,3121
"23822",17,"LT5","2010","044",0,1078,1486,1904,2530,3467,-1,3349
"23823",18,"LT5","2010","044",0,961,1267,1688,2219,3288,-1,3076
"23824",19,"LT5","2010","044",0,1031,1398,1832,2486,3347,-1,3167
"23825",12,"LT5","2010","044",0,1055,1398,1868,2530,3437,-1,3213
"23826",24,"LT5","2010","044",0,985,1311,1688,2352,3288,-1,3076
"23827",9,"LT5","2010","060",4,1023,1043,1318,1621,2090,-1,1785
"23828",9,"LT5","2010","060",4,1166,1306,1497,2020,2549,-1,2216
"23829",8,"LT5","2010","060",4,930,999,1210,1621,1975,-1,1785
"23830",8,"LT5","2010","060",4,1378,1526,1820,2373,2864,-1,2604
"23831",6,"LT5","2010","060",4,1958,2133,2387,2988,3578,-1,3164
"23832",5,"LT5","2010","060",4,2141,2175,2457,2901,3179,-1,3078
"23833",5,"LT5","2010","060",4,1401,1526,1783,2197,2607,-1,2475
"23834",5,"LT5","2010","060",4,1331,1438,1748,2153,2520,-1,2302
"23835",4,"LT5","2010","060",4,1423,1568,1783,2241,2606,-1,2432
"23836",3,"LT5","2010","060",4,906,998,1139,1443,1688,-1,1569
"23837",3,"LT5","2010","060",4,859,999,1067,1443,1745,-1,1612
"23838",7,"LT5","2010","060",4,1448,1787,2139,2769,3235,-1,3035
"23839",7,"LT5","2010","060",4,1378,1526,1820,2285,2749,-1,2561
"23840",2,"LT5","2010","060",2,643,778,886,1131,1285,-1,1180
"23841",1,"LT5","2010","060",2,764,778,995,1265,1400,-1,1180
"23842",1,"LT5","2010","060",2,859,955,1140,1443,1688,-1,1439
"23843",16,"LT5","2010","060",4,1517,1787,2033,2593,3292,-1,2949
"23844",11,"LT5","2010","060",4,3683,3739,3989,4680,5087,-1,4668
"23845",10,"LT5","2010","060",4,2187,2304,2634,3206,3977,-1,3508
"23846",14,"LT5","2010","060",4,2073,2261,2668,3294,3863,-1,3594
"23847",13,"LT5","2010","060",4,2505,2689,2984,3555,3977,-1,3680
"23848",15,"LT5","2010","060",4,1727,2003,2316,2988,3607,-1,3250
"23849",15,"LT5","2010","060",4,1565,1916,2245,2857,3436,-1,3121
"23850",20,"LT5","2010","060",4,1330,1612,2033,2550,3121,-1,2863
"23851",23,"LT5","2010","060",4,3965,3865,3954,4464,4405,-1,3852
"23852",22,"LT5","2010","060",4,2843,3071,3437,4120,4633,-1,4196
"23853",21,"LT5","2010","060",4,3133,3281,3541,4292,4775,-1,4196
"23854",21,"LT5","2010","060",4,2551,2858,3158,3903,4348,-1,3895
"23855",17,"LT5","2010","060",4,2278,2476,2809,3425,3921,-1,3723
"23856",18,"LT5","2010","060",4,3376,3407,3575,4206,4377,-1,3852
"23857",19,"LT5","2010","060",4,2932,2858,3089,3512,3807,-1,3336
"23858",12,"LT5","2010","060",4,3441,3489,3747,4421,4746,-1,4325
"23859",24,"LT5","2010","060",4,3310,3365,3713,4378,4916,-1,4325
"23860",9,"LT5","2010","076",0,903,1177,1428,2225,3050,-1,2936
"23861",9,"LT5","2010","076",0,998,1322,1727,2593,3148,-1,3160
"23862",8,"LT5","2010","076",0,980,1357,1667,2519,3247,-1,3047
"23863",8,"LT5","2010","076",0,1094,1537,1935,2850,3395,-1,3234
"23864",6,"LT5","2010","076",0,1017,1429,1786,2594,3347,-1,3272
"23865",5,"LT5","2010","076",0,978,1322,1637,2446,3175,-1,2974
"23866",5,"LT5","2010","076",0,1017,1393,1727,2557,3273,-1,3048
"23867",5,"LT5","2010","076",0,1036,1393,1697,2593,3322,-1,3235
"23868",4,"LT5","2010","076",0,1151,1573,2054,2777,3593,-1,3495
"23869",3,"LT5","2010","076",0,1132,1537,2054,2814,3568,-1,3532
"23870",3,"LT5","2010","076",0,1037,1430,1816,2703,3370,-1,3234
"23871",7,"LT5","2010","076",0,1133,1573,2083,2739,3543,-1,3420
"23872",7,"LT5","2010","076",0,1075,1537,1994,2629,3592,-1,3383
"23873",2,"LT5","2010","076",0,980,1357,1816,2703,3321,-1,3196
"23874",1,"LT5","2010","076",0,1019,1357,1786,2518,3419,-1,3345
"23875",1,"LT5","2010","076",0,1019,1430,1816,2592,3469,-1,3270
"23876",16,"LT5","2010","076",0,1113,1502,1875,2630,3396,-1,3272
"23877",11,"LT5","2010","076",0,1112,1537,1995,2741,3520,-1,3385
"23878",10,"LT5","2010","076",0,1151,1537,1995,2741,3495,-1,3384
"23879",14,"LT5","2010","076",0,1075,1502,1875,2629,3370,-1,3271
"23880",13,"LT5","2010","076",0,1075,1430,1846,2776,3445,-1,3308
"23881",15,"LT5","2010","076",0,1056,1502,1935,2556,3470,-1,3421
"23882",15,"LT5","2010","076",0,1113,1502,1965,2667,3470,-1,3421
"23883",20,"LT5","2010","076",0,1036,1393,1846,2667,3347,-1,3123
"23884",23,"LT5","2010","076",0,996,1429,1876,2669,3348,-1,3237
"23885",22,"LT5","2010","076",0,1016,1393,1816,2705,3225,-1,3049
"23886",21,"LT5","2010","076",0,1017,1393,1756,2594,3273,-1,3086
"23887",21,"LT5","2010","076",0,1017,1393,1756,2594,3347,-1,3123
"23888",17,"LT5","2010","076",0,1113,1609,2114,2815,3569,-1,3496
"23889",18,"LT5","2010","076",0,1016,1429,1847,2484,3347,-1,3273
"23890",19,"LT5","2010","076",0,1092,1537,2055,2742,3521,-1,3423
"23891",12,"LT5","2010","076",0,1092,1502,2055,2889,3570,-1,3423
"23892",24,"LT5","2010","076",0,996,1393,1786,2632,3348,-1,3236
"23893",9,"LT5","2010","092",0,969,1275,1487,2465,3161,-1,2922
"23894",9,"LT5","2010","092",0,1023,1411,1711,2743,3300,-1,3131
"23895",8,"LT5","2010","092",0,952,1276,1571,2880,3207,-1,2921
"23896",8,"LT5","2010","092",0,1096,1445,1852,3088,3392,-1,3202
"23897",6,"LT5","2010","092",0,1058,1411,1796,2847,3417,-1,3237
"23898",5,"LT5","2010","092",0,1023,1343,1683,2639,3300,-1,3097
"23899",5,"LT5","2010","092",0,1041,1377,1711,2812,3254,-1,3028
"23900",5,"LT5","2010","092",0,1095,1445,1796,2812,3370,-1,3132
"23901",4,"LT5","2010","092",0,1185,1580,1963,2985,3509,-1,3342
"23902",3,"LT5","2010","092",0,1059,1478,1824,3053,3439,-1,3236
"23903",3,"LT5","2010","092",0,1005,1309,1739,3053,3277,-1,3027
"23904",7,"LT5","2010","092",0,1132,1512,1991,2948,3576,-1,3514
"23905",7,"LT5","2010","092",0,1132,1546,1991,2915,3554,-1,3375
"23906",2,"LT5","2010","092",0,970,1411,1795,2915,3230,-1,2921
"23907",1,"LT5","2010","092",0,1096,1411,1823,2880,3369,-1,3096
"23908",1,"LT5","2010","092",0,1059,1445,1795,2914,3345,-1,3096
"23909",16,"LT5","2010","092",0,1059,1478,1852,2881,3393,-1,3237
"23910",11,"LT5","2010","092",0,1113,1513,1909,2951,3486,-1,3343
"23911",10,"LT5","2010","092",0,1113,1513,1992,2985,3555,-1,3412
"23912",14,"LT5","2010","092",0,1114,1445,1824,2915,3392,-1,3236
"23913",13,"LT5","2010","092",0,1041,1378,1823,3053,3392,-1,3166
"23914",15,"LT5","2010","092",0,1114,1478,1908,2812,3508,-1,3411
"23915",15,"LT5","2010","092",0,1149,1513,2019,2846,3509,-1,3411
"23916",20,"LT5","2010","092",0,969,1445,1796,2881,3278,-1,3027
"23917",23,"LT5","2010","092",0,1040,1411,1881,2986,3325,-1,3063
"23918",22,"LT5","2010","092",0,1005,1377,1740,3090,3186,-1,2819
"23919",21,"LT5","2010","092",0,987,1275,1683,3020,3208,-1,2888
"23920",21,"LT5","2010","092",0,987,1377,1656,2986,3115,-1,2818
"23921",17,"LT5","2010","092",0,1131,1513,2020,3054,3556,-1,3412
"23922",18,"LT5","2010","092",0,1095,1411,1824,2778,3440,-1,3168
"23923",19,"LT5","2010","092",0,1095,1546,2048,2951,3556,-1,3343
"23924",12,"LT5","2010","092",0,1113,1546,1909,3055,3486,-1,3273
"23925",24,"LT5","2010","092",0,1022,1343,1712,2709,3347,-1,3204
"23926",9,"LT5","2010","108",4,2794,2918,3040,3802,3036,-1,2765
"23927",9,"LT5","2010","108",4,2829,2883,3012,3802,3013,-1,2731
"23928",8,"LT5","2010","108",4,2813,2850,3040,3837,3036,-1,2731
"23929",8,"LT5","2010","108",4,2794,2850,3012,3872,2989,-1,2661
"23930",6,"LT5","2010","108",4,2794,2816,2984,3802,3082,-1,2696
"23931",5,"LT5","2010","108",4,2794,2816,3012,3802,3082,-1,2731
"23932",5,"LT5","2010","108",4,2758,2816,2984,3767,3036,-1,2765
